year,pos,genre,count
1981,48,rock,1.0
1981,49,folk,0.5
1981,49,rock,0.5
1981,54,rock,1.0
1981,56,rock,1.0
1981,60,country,1.0
1981,61,pop,0.5
1981,61,rock,0.5
1981,62,pop,0.5
1981,62,rock,0.5
1981,66,rock,1.0
1981,67,blues,0.25
1981,67,pop,0.25
1981,67,reggae,0.25
1981,67,rock,0.25
1981,68,pop,0.5
1981,68,rock,0.5
1981,69,pop,0.5
1981,69,soul,0.5
1981,70,pop,0.5
1981,70,rock,0.5
1981,71,alternative/indie,0.5
1981,71,rock,0.5
1981,73,pop,0.5
1981,73,soul,0.5
1981,74,electronic/dance,0.25
1981,74,folk,0.25
1981,74,pop,0.25
1981,74,rock,0.25
1981,75,country,1.0
1981,76,rock,1.0
1981,77,country,0.5
1981,77,rock,0.5
1981,78,jazz,0.5
1981,78,rock,0.5
1981,79,pop,0.5
1981,79,rock,0.5
1981,85,pop,1.0
1981,86,folk,0.3333333333333333
1981,86,pop,0.3333333333333333
1981,86,rock,0.3333333333333333
1981,87,rock,1.0
1981,88,country,1.0
1981,89,rock,1.0
1981,92,country,0.3333333333333333
1981,92,electronic/dance,0.3333333333333333
1981,92,pop,0.3333333333333333
1981,93,pop,0.5
1981,93,rock,0.5
1981,95,country,0.3333333333333333
1981,95,electronic/dance,0.3333333333333333
1981,95,pop,0.3333333333333333
1981,97,country,0.5
1981,97,folk,0.5
1981,98,disco,0.2
1981,98,jazz,0.2
1981,98,pop,0.2
1981,98,hip-hop/rnb,0.2
1981,98,soul,0.2
1982,3,rock,1.0
1982,4,classical/soundtrack,0.25
1982,4,folk,0.25
1982,4,pop,0.25
1982,4,rock,0.25
1982,6,electronic/dance,0.5
1982,6,pop,0.5
1982,9,pop,0.5
1982,9,rock,0.5
1982,10,jazz,0.3333333333333333
1982,10,pop,0.3333333333333333
1982,10,rock,0.3333333333333333
1982,11,electronic/dance,1.0
1982,19,rock,1.0
1982,20,rock,1.0
1982,22,blues,0.2
1982,22,country,0.2
1982,22,folk,0.2
1982,22,reggae,0.2
1982,22,rock,0.2
1982,24,hip-hop/rnb,1.0
1982,25,pop,1.0
1982,27,jazz,0.5
1982,27,hip-hop/rnb,0.5
1982,28,pop,0.5
1982,28,rock,0.5
1982,30,pop,0.5
1982,30,rock,0.5
1982,31,blues,0.3333333333333333
1982,31,pop,0.3333333333333333
1982,31,rock,0.3333333333333333
1982,32,rock,1.0
1982,33,disco,0.25
1982,33,jazz,0.25
1982,33,hip-hop/rnb,0.25
1982,33,soul,0.25
1982,34,rock,1.0
1982,35,pop,0.5
1982,35,rock,0.5
1982,36,pop,0.5
1982,36,rock,0.5
1982,37,pop,0.5
1982,37,rock,0.5
1982,43,pop,0.5
1982,43,soul,0.5
1982,45,blues,0.5
1982,45,rock,0.5
1982,46,folk,0.25
1982,46,jazz,0.25
1982,46,pop,0.25
1982,46,soul,0.25
1982,48,pop,0.5
1982,48,rock,0.5
1982,50,rock,1.0
1982,54,disco,0.2
1982,54,jazz,0.2
1982,54,pop,0.2
1982,54,hip-hop/rnb,0.2
1982,54,soul,0.2
1982,55,country,0.5
1982,55,rock,0.5
1982,58,rock,1.0
1982,60,folk,1.0
1982,62,pop,0.5
1982,62,rock,0.5
1982,63,pop,1.0
1982,68,folk,1.0
1982,70,classical/soundtrack,0.25
1982,70,folk,0.25
1982,70,pop,0.25
1982,70,rock,0.25
1982,72,country,0.5
1982,72,pop,0.5
1982,73,rock,1.0
1982,74,pop,1.0
1982,76,pop,0.5
1982,76,rock,0.5
1982,77,pop,0.5
1982,77,rock,0.5
1982,79,alternative/indie,0.5
1982,79,rock,0.5
1982,80,pop,0.5
1982,80,rock,0.5
1982,82,disco,1.0
1982,83,country,1.0
1982,86,disco,0.2
1982,86,jazz,0.2
1982,86,pop,0.2
1982,86,hip-hop/rnb,0.2
1982,86,soul,0.2
1982,87,pop,1.0
1982,88,rock,1.0
1982,90,electronic/dance,0.5
1982,90,rock,0.5
1982,94,blues,0.2
1982,94,country,0.2
1982,94,reggae,0.2
1982,94,hip-hop/rnb,0.2
1982,94,rock,0.2
1982,95,pop,0.5
1982,95,soul,0.5
1982,96,rock,1.0
1982,99,country,0.5
1982,99,pop,0.5
1982,100,pop,0.5
1982,100,rock,0.5
1983,1,alternative/indie,0.5
1983,1,rock,0.5
1983,2,disco,0.2
1983,2,pop,0.2
1983,2,hip-hop/rnb,0.2
1983,2,rock,0.2
1983,2,soul,0.2
1983,4,pop,0.5
1983,4,rock,0.5
1983,5,disco,0.2
1983,5,pop,0.2
1983,5,hip-hop/rnb,0.2
1983,5,rock,0.2
1983,5,soul,0.2
1983,6,pop,0.5
1983,6,rock,0.5
1983,10,electronic/dance,0.25
1983,10,pop,0.25
1983,10,hip-hop/rnb,0.25
1983,10,rock,0.25
1983,11,pop,1.0
1983,12,country,1.0
1983,18,pop,0.3333333333333333
1983,18,rock,0.3333333333333333
1983,18,soul,0.3333333333333333
1983,19,pop,0.5
1983,19,rock,0.5
1983,26,rock,1.0
1983,28,rock,1.0
1983,29,pop,0.5
1983,29,soul,0.5
1983,32,pop,0.3333333333333333
1983,32,hip-hop/rnb,0.3333333333333333
1983,32,soul,0.3333333333333333
1983,33,electronic/dance,0.5
1983,33,pop,0.5
1983,34,pop,1.0
1983,35,alternative/indie,0.3333333333333333
1983,35,electronic/dance,0.3333333333333333
1983,35,pop,0.3333333333333333
1983,36,alternative/indie,0.25
1983,36,electronic/dance,0.25
1983,36,pop,0.25
1983,36,rock,0.25
1983,37,jazz,0.3333333333333333
1983,37,pop,0.3333333333333333
1983,37,rock,0.3333333333333333
1983,38,rock,1.0
1983,40,country,0.5
1983,40,pop,0.5
1983,42,rock,1.0
1983,43,classical/soundtrack,0.3333333333333333
1983,43,pop,0.3333333333333333
1983,43,rock,0.3333333333333333
1983,44,pop,0.5
1983,44,rock,0.5
1983,45,classical/soundtrack,0.3333333333333333
1983,45,pop,0.3333333333333333
1983,45,rock,0.3333333333333333
1983,47,pop,0.5
1983,47,soul,0.5
1983,48,folk,0.5
1983,48,rock,0.5
1983,49,disco,0.2
1983,49,pop,0.2
1983,49,hip-hop/rnb,0.2
1983,49,rock,0.2
1983,49,soul,0.2
1983,50,electronic/dance,0.5
1983,50,rock,0.5
1983,51,pop,0.5
1983,51,rock,0.5
1983,54,pop,0.5
1983,54,rock,0.5
1983,57,rock,1.0
1983,58,rock,1.0
1983,60,rock,1.0
1983,62,pop,0.3333333333333333
1983,62,rock,0.3333333333333333
1983,62,soul,0.3333333333333333
1983,63,pop,0.5
1983,63,rock,0.5
1983,66,pop,0.5
1983,66,rock,0.5
1983,68,disco,0.2
1983,68,pop,0.2
1983,68,hip-hop/rnb,0.2
1983,68,rock,0.2
1983,68,soul,0.2
1983,71,rock,1.0
1983,72,pop,0.5
1983,72,rock,0.5
1983,73,pop,0.5
1983,73,soul,0.5
1983,74,pop,0.5
1983,74,rock,0.5
1983,75,rock,1.0
1983,76,pop,0.5
1983,76,rock,0.5
1983,77,pop,1.0
1983,79,pop,1.0
1983,80,pop,0.25
1983,80,hip-hop/rnb,0.25
1983,80,rock,0.25
1983,80,soul,0.25
1983,81,rock,1.0
1983,84,rock,1.0
1983,87,folk,1.0
1983,89,disco,0.2
1983,89,pop,0.2
1983,89,hip-hop/rnb,0.2
1983,89,rock,0.2
1983,89,soul,0.2
1983,90,rock,1.0
1983,92,pop,1.0
1983,94,blues,0.25
1983,94,pop,0.25
1983,94,reggae,0.25
1983,94,rock,0.25
1983,96,soul,1.0
1983,97,rock,1.0
1983,100,disco,0.25
1983,100,jazz,0.25
1983,100,hip-hop/rnb,0.25
1983,100,soul,0.25
1984,2,pop,0.25
1984,2,hip-hop/rnb,0.25
1984,2,rock,0.25
1984,2,soul,0.25
1984,3,classical/soundtrack,0.25
1984,3,folk,0.25
1984,3,pop,0.25
1984,3,rock,0.25
1984,4,pop,0.5
1984,4,rock,0.5
1984,5,jazz,0.3333333333333333
1984,5,pop,0.3333333333333333
1984,5,rock,0.3333333333333333
1984,6,rock,1.0
1984,7,pop,0.5
1984,7,soul,0.5
1984,8,electronic/dance,0.3333333333333333
1984,8,folk,0.3333333333333333
1984,8,rock,0.3333333333333333
1984,10,pop,1.0
1984,12,pop,0.5
1984,12,soul,0.5
1984,14,folk,0.5
1984,14,rock,0.5
1984,15,blues,0.5
1984,15,pop,0.5
1984,17,blues,0.5
1984,17,pop,0.5
1984,24,disco,1.0
1984,25,pop,0.5
1984,25,soul,0.5
1984,30,pop,1.0
1984,32,pop,0.5
1984,32,soul,0.5
1984,33,pop,0.5
1984,33,rock,0.5
1984,34,blues,0.5
1984,34,pop,0.5
1984,35,electronic/dance,0.3333333333333333
1984,35,electronic/dance,0.3333333333333333
1984,35,pop,0.3333333333333333
1984,37,electronic/dance,0.5
1984,37,rock,0.5
1984,38,electronic/dance,0.25
1984,38,pop,0.25
1984,38,hip-hop/rnb,0.25
1984,38,rock,0.25
1984,39,classical/soundtrack,0.3333333333333333
1984,39,pop,0.3333333333333333
1984,39,rock,0.3333333333333333
1984,45,jazz,0.3333333333333333
1984,45,pop,0.3333333333333333
1984,45,rock,0.3333333333333333
1984,47,soul,1.0
1984,49,folk,1.0
1984,51,disco,0.5
1984,51,pop,0.5
1984,53,pop,0.5
1984,53,soul,0.5
1984,54,pop,0.5
1984,54,rock,0.5
1984,56,country,0.5
1984,56,pop,0.5
1984,58,pop,0.5
1984,58,rock,0.5
1984,60,rock,1.0
1984,62,rock,1.0
1984,63,pop,1.0
1984,66,electronic/dance,0.3333333333333333
1984,66,electronic/dance,0.3333333333333333
1984,66,pop,0.3333333333333333
1984,67,folk,0.5
1984,67,rock,0.5
1984,72,classical/soundtrack,0.3333333333333333
1984,72,pop,0.3333333333333333
1984,72,rock,0.3333333333333333
1984,73,electronic/dance,0.3333333333333333
1984,73,electronic/dance,0.3333333333333333
1984,73,pop,0.3333333333333333
1984,74,electronic/dance,0.3333333333333333
1984,74,pop,0.3333333333333333
1984,74,rock,0.3333333333333333
1984,78,disco,0.2
1984,78,pop,0.2
1984,78,hip-hop/rnb,0.2
1984,78,rock,0.2
1984,78,soul,0.2
1984,79,electronic/dance,0.3333333333333333
1984,79,electronic/dance,0.3333333333333333
1984,79,pop,0.3333333333333333
1984,81,folk,0.3333333333333333
1984,81,pop,0.3333333333333333
1984,81,rock,0.3333333333333333
1984,82,pop,1.0
1984,85,alternative/indie,0.5
1984,85,rock,0.5
1984,86,pop,0.5
1984,86,rock,0.5
1984,88,pop,1.0
1984,89,classical/soundtrack,0.3333333333333333
1984,89,pop,0.3333333333333333
1984,89,rock,0.3333333333333333
1984,90,disco,1.0
1984,93,blues,0.2
1984,93,country,0.2
1984,93,reggae,0.2
1984,93,hip-hop/rnb,0.2
1984,93,rock,0.2
1984,99,rock,1.0
1985,2,electronic/dance,0.3333333333333333
1985,2,electronic/dance,0.3333333333333333
1985,2,pop,0.3333333333333333
1985,4,rock,1.0
1985,8,rock,1.0
1985,9,electronic/dance,0.3333333333333333
1985,9,electronic/dance,0.3333333333333333
1985,9,pop,0.3333333333333333
1985,10,electronic/dance,0.3333333333333333
1985,10,pop,0.3333333333333333
1985,10,rock,0.3333333333333333
1985,11,pop,0.5
1985,11,rock,0.5
1985,13,rock,1.0
1985,14,pop,0.5
1985,14,rock,0.5
1985,16,electronic/dance,0.3333333333333333
1985,16,pop,0.3333333333333333
1985,16,rock,0.3333333333333333
1985,17,disco,1.0
1985,22,pop,0.5
1985,22,soul,0.5
1985,23,pop,1.0
1985,24,rock,1.0
1985,26,pop,0.5
1985,26,hip-hop/rnb,0.5
1985,28,disco,0.5
1985,28,pop,0.5
1985,29,hip-hop/rnb,0.5
1985,29,rock,0.5
1985,33,jazz,0.3333333333333333
1985,33,pop,0.3333333333333333
1985,33,rock,0.3333333333333333
1985,37,jazz,0.3333333333333333
1985,37,pop,0.3333333333333333
1985,37,rock,0.3333333333333333
1985,43,jazz,0.2
1985,43,pop,0.2
1985,43,hip-hop/rnb,0.2
1985,43,rock,0.2
1985,43,soul,0.2
1985,45,jazz,0.3333333333333333
1985,45,pop,0.3333333333333333
1985,45,rock,0.3333333333333333
1985,46,country,0.3333333333333333
1985,46,electronic/dance,0.3333333333333333
1985,46,pop,0.3333333333333333
1985,47,pop,1.0
1985,49,disco,0.2
1985,49,jazz,0.2
1985,49,pop,0.2
1985,49,hip-hop/rnb,0.2
1985,49,soul,0.2
1985,50,jazz,0.3333333333333333
1985,50,pop,0.3333333333333333
1985,50,rock,0.3333333333333333
1985,52,disco,0.5
1985,52,pop,0.5
1985,53,folk,0.5
1985,53,rock,0.5
1985,54,rock,1.0
1985,56,pop,1.0
1985,57,pop,0.25
1985,57,hip-hop/rnb,0.25
1985,57,rock,0.25
1985,57,soul,0.25
1985,58,electronic/dance,0.3333333333333333
1985,58,electronic/dance,0.3333333333333333
1985,58,pop,0.3333333333333333
1985,59,pop,0.25
1985,59,hip-hop/rnb,0.25
1985,59,rock,0.25
1985,59,soul,0.25
1985,64,jazz,0.3333333333333333
1985,64,pop,0.3333333333333333
1985,64,rock,0.3333333333333333
1985,65,blues,0.5
1985,65,pop,0.5
1985,66,rock,1.0
1985,67,folk,0.5
1985,67,rock,0.5
1985,69,disco,1.0
1985,70,electronic/dance,0.25
1985,70,pop,0.25
1985,70,hip-hop/rnb,0.25
1985,70,rock,0.25
1985,72,classical/soundtrack,0.25
1985,72,folk,0.25
1985,72,pop,0.25
1985,72,rock,0.25
1985,74,rock,1.0
1985,81,electronic/dance,0.3333333333333333
1985,81,electronic/dance,0.3333333333333333
1985,81,pop,0.3333333333333333
1985,82,folk,0.5
1985,82,rock,0.5
1985,86,pop,0.5
1985,86,rock,0.5
1985,87,rock,1.0
1985,89,disco,1.0
1985,92,folk,0.5
1985,92,rock,0.5
1985,93,pop,0.25
1985,93,hip-hop/rnb,0.25
1985,93,rock,0.25
1985,93,soul,0.25
1985,94,jazz,0.2
1985,94,pop,0.2
1985,94,hip-hop/rnb,0.2
1985,94,rock,0.2
1985,94,soul,0.2
1985,96,pop,0.5
1985,96,soul,0.5
1985,97,folk,0.5
1985,97,rock,0.5
1985,98,electronic/dance,0.3333333333333333
1985,98,electronic/dance,0.3333333333333333
1985,98,pop,0.3333333333333333
1985,100,country,0.3333333333333333
1985,100,electronic/dance,0.3333333333333333
1985,100,pop,0.3333333333333333
1986,2,pop,0.5
1986,2,soul,0.5
1986,6,pop,1.0
1986,10,pop,0.5
1986,10,rock,0.5
1986,11,pop,1.0
1986,12,disco,0.5
1986,12,pop,0.5
1986,15,disco,0.3333333333333333
1986,15,electronic/dance,0.3333333333333333
1986,15,pop,0.3333333333333333
1986,16,disco,0.5
1986,16,pop,0.5
1986,17,electronic/dance,0.3333333333333333
1986,17,pop,0.3333333333333333
1986,17,rock,0.3333333333333333
1986,18,rock,1.0
1986,20,pop,0.5
1986,20,rock,0.5
1986,22,pop,1.0
1986,23,folk,0.25
1986,23,pop,0.25
1986,23,rock,0.25
1986,23,classical/soundtrack,0.25
1986,24,pop,0.5
1986,24,rock,0.5
1986,25,electronic/dance,0.5
1986,25,pop,0.5
1986,29,electronic/dance,0.3333333333333333
1986,29,electronic/dance,0.3333333333333333
1986,29,pop,0.3333333333333333
1986,30,rock,1.0
1986,31,disco,0.5
1986,31,pop,0.5
1986,32,electronic/dance,0.5
1986,32,pop,0.5
1986,33,rock,1.0
1986,35,electronic/dance,0.3333333333333333
1986,35,electronic/dance,0.3333333333333333
1986,35,pop,0.3333333333333333
1986,36,pop,1.0
1986,37,jazz,0.3333333333333333
1986,37,pop,0.3333333333333333
1986,37,rock,0.3333333333333333
1986,38,electronic/dance,0.3333333333333333
1986,38,electronic/dance,0.3333333333333333
1986,38,pop,0.3333333333333333
1986,39,pop,0.5
1986,39,soul,0.5
1986,40,pop,1.0
1986,41,blues,0.5
1986,41,pop,0.5
1986,42,pop,0.5
1986,42,rock,0.5
1986,43,electronic/dance,0.5
1986,43,pop,0.5
1986,46,pop,0.5
1986,46,rock,0.5
1986,47,pop,1.0
1986,48,pop,0.5
1986,48,rock,0.5
1986,49,rock,1.0
1986,50,rock,1.0
1986,53,alternative/indie,0.3333333333333333
1986,53,electronic/dance,0.3333333333333333
1986,53,pop,0.3333333333333333
1986,56,pop,0.5
1986,56,rock,0.5
1986,57,pop,0.5
1986,57,rock,0.5
1986,58,electronic/dance,0.5
1986,58,pop,0.5
1986,59,rock,1.0
1986,64,alternative/indie,1.0
1986,65,hip-hop/rnb,0.5
1986,65,soul,0.5
1986,67,jazz,0.3333333333333333
1986,67,pop,0.3333333333333333
1986,67,soul,0.3333333333333333
1986,69,rock,1.0
1986,71,pop,0.25
1986,71,hip-hop/rnb,0.25
1986,71,rock,0.25
1986,71,soul,0.25
1986,72,pop,0.5
1986,72,rock,0.5
1986,76,electronic/dance,0.3333333333333333
1986,76,electronic/dance,0.3333333333333333
1986,76,pop,0.3333333333333333
1986,79,pop,1.0
1986,80,rock,1.0
1986,82,pop,0.5
1986,82,rock,0.5
1986,83,pop,1.0
1986,87,pop,0.5
1986,87,rock,0.5
1986,88,jazz,0.3333333333333333
1986,88,pop,0.3333333333333333
1986,88,rock,0.3333333333333333
1986,89,hip-hop/rnb,1.0
1986,90,jazz,0.3333333333333333
1986,90,hip-hop/rnb,0.3333333333333333
1986,90,soul,0.3333333333333333
1986,92,classical/soundtrack,0.25
1986,92,folk,0.25
1986,92,pop,0.25
1986,92,rock,0.25
1986,97,pop,0.5
1986,97,soul,0.5
1986,98,pop,0.5
1986,98,rock,0.5
1986,100,pop,0.5
1986,100,soul,0.5
1987,1,pop,0.5
1987,1,rock,0.5
1987,2,rock,1.0
1987,4,pop,1.0
1987,5,pop,0.5
1987,5,rock,0.5
1987,7,blues,0.5
1987,7,rock,0.5
1987,10,rock,1.0
1987,11,blues,0.3333333333333333
1987,11,folk,0.3333333333333333
1987,11,rock,0.3333333333333333
1987,12,electronic/dance,0.3333333333333333
1987,12,pop,0.3333333333333333
1987,12,rock,0.3333333333333333
1987,14,disco,0.5
1987,14,pop,0.5
1987,16,electronic/dance,0.3333333333333333
1987,16,pop,0.3333333333333333
1987,16,soul,0.3333333333333333
1987,19,electronic/dance,0.5
1987,19,rock,0.5
1987,22,pop,1.0
1987,24,pop,0.5
1987,24,rock,0.5
1987,30,electronic/dance,0.3333333333333333
1987,30,electronic/dance,0.3333333333333333
1987,30,pop,0.3333333333333333
1987,36,jazz,0.2
1987,36,pop,0.2
1987,36,hip-hop/rnb,0.2
1987,36,rock,0.2
1987,36,soul,0.2
1987,37,electronic/dance,0.5
1987,37,pop,0.5
1987,39,country,0.5
1987,39,folk,0.5
1987,42,electronic/dance,0.3333333333333333
1987,42,electronic/dance,0.3333333333333333
1987,42,pop,0.3333333333333333
1987,45,disco,0.2
1987,45,pop,0.2
1987,45,hip-hop/rnb,0.2
1987,45,rock,0.2
1987,45,soul,0.2
1987,46,electronic/dance,0.3333333333333333
1987,46,electronic/dance,0.3333333333333333
1987,46,pop,0.3333333333333333
1987,48,electronic/dance,0.5
1987,48,pop,0.5
1987,50,jazz,0.3333333333333333
1987,50,pop,0.3333333333333333
1987,50,rock,0.3333333333333333
1987,51,blues,0.3333333333333333
1987,51,pop,0.3333333333333333
1987,51,rock,0.3333333333333333
1987,52,pop,1.0
1987,53,electronic/dance,0.3333333333333333
1987,53,electronic/dance,0.3333333333333333
1987,53,pop,0.3333333333333333
1987,54,pop,1.0
1987,58,electronic/dance,0.3333333333333333
1987,58,electronic/dance,0.3333333333333333
1987,58,pop,0.3333333333333333
1987,59,disco,0.2
1987,59,pop,0.2
1987,59,hip-hop/rnb,0.2
1987,59,rock,0.2
1987,59,soul,0.2
1987,61,blues,0.5
1987,61,pop,0.5
1987,63,folk,1.0
1987,64,electronic/dance,0.5
1987,64,rock,0.5
1987,67,pop,0.5
1987,67,soul,0.5
1987,72,electronic/dance,0.3333333333333333
1987,72,pop,0.3333333333333333
1987,72,rock,0.3333333333333333
1987,74,rock,1.0
1987,75,folk,0.25
1987,75,pop,0.25
1987,75,rock,0.25
1987,75,classical/soundtrack,0.25
1987,76,pop,0.5
1987,76,rock,0.5
1987,81,blues,0.3333333333333333
1987,81,pop,0.3333333333333333
1987,81,rock,0.3333333333333333
1987,82,rock,1.0
1987,84,rock,1.0
1987,86,folk,0.5
1987,86,rock,0.5
1987,87,hip-hop/rnb,0.5
1987,87,soul,0.5
1987,91,disco,1.0
1987,92,rock,1.0
1987,95,pop,0.5
1987,95,soul,0.5
1987,96,pop,0.5
1987,96,rock,0.5
1987,98,electronic/dance,0.25
1987,98,hip-hop/rnb,0.25
1987,98,rock,0.25
1987,98,religious,0.25
1988,1,pop,0.5
1988,1,rock,0.5
1988,2,pop,0.5
1988,2,rock,0.5
1988,3,electronic/dance,0.25
1988,3,folk,0.25
1988,3,pop,0.25
1988,3,rock,0.25
1988,4,pop,1.0
1988,5,rock,1.0
1988,6,pop,1.0
1988,7,pop,1.0
1988,10,pop,0.5
1988,10,rock,0.5
1988,11,pop,0.5
1988,11,rock,0.5
1988,13,electronic/dance,0.3333333333333333
1988,13,pop,0.3333333333333333
1988,13,rock,0.3333333333333333
1988,14,rock,1.0
1988,15,disco,0.5
1988,15,pop,0.5
1988,17,blues,0.5
1988,17,rock,0.5
1988,19,rock,1.0
1988,20,electronic/dance,0.5
1988,20,pop,0.5
1988,21,disco,0.2
1988,21,pop,0.2
1988,21,hip-hop/rnb,0.2
1988,21,rock,0.2
1988,21,soul,0.2
1988,23,pop,0.5
1988,23,rock,0.5
1988,24,pop,1.0
1988,26,pop,1.0
1988,27,pop,0.5
1988,27,rock,0.5
1988,29,jazz,0.3333333333333333
1988,29,pop,0.3333333333333333
1988,29,rock,0.3333333333333333
1988,30,rock,1.0
1988,31,pop,1.0
1988,33,pop,1.0
1988,34,rock,1.0
1988,35,pop,0.5
1988,35,rock,0.5
1988,36,disco,0.2
1988,36,pop,0.2
1988,36,hip-hop/rnb,0.2
1988,36,rock,0.2
1988,36,soul,0.2
1988,37,classical/soundtrack,0.3333333333333333
1988,37,jazz,0.3333333333333333
1988,37,reggae,0.3333333333333333
1988,39,pop,0.5
1988,39,reggae,0.5
1988,41,rock,1.0
1988,42,pop,0.5
1988,42,rock,0.5
1988,43,pop,0.5
1988,43,rock,0.5
1988,44,pop,1.0
1988,45,pop,0.5
1988,45,rock,0.5
1988,46,pop,0.5
1988,46,rock,0.5
1988,47,pop,1.0
1988,48,jazz,0.3333333333333333
1988,48,pop,0.3333333333333333
1988,48,rock,0.3333333333333333
1988,49,electronic/dance,0.5
1988,49,pop,0.5
1988,50,disco,0.3333333333333333
1988,50,electronic/dance,0.3333333333333333
1988,50,pop,0.3333333333333333
1988,52,electronic/dance,1.0
1988,53,electronic/dance,0.5
1988,53,pop,0.5
1988,55,electronic/dance,0.3333333333333333
1988,55,pop,0.3333333333333333
1988,55,soul,0.3333333333333333
1988,57,pop,1.0
1988,60,hip-hop/rnb,1.0
1988,61,disco,0.2
1988,61,pop,0.2
1988,61,hip-hop/rnb,0.2
1988,61,rock,0.2
1988,61,soul,0.2
1988,63,hip-hop/rnb,1.0
1988,65,pop,0.5
1988,65,rock,0.5
1988,67,pop,0.5
1988,67,hip-hop/rnb,0.5
1988,70,rock,1.0
1988,71,pop,0.5
1988,71,rock,0.5
1988,73,rock,1.0
1988,74,hip-hop/rnb,1.0
1988,76,folk,1.0
1988,77,pop,0.5
1988,77,rock,0.5
1988,79,pop,0.5
1988,79,hip-hop/rnb,0.5
1988,80,disco,0.3333333333333333
1988,80,electronic/dance,0.3333333333333333
1988,80,pop,0.3333333333333333
1988,82,rock,1.0
1988,86,rock,1.0
1988,88,pop,0.5
1988,88,rock,0.5
1988,89,pop,1.0
1988,90,electronic/dance,0.3333333333333333
1988,90,pop,0.3333333333333333
1988,90,rock,0.3333333333333333
1988,91,pop,0.5
1988,91,rock,0.5
1988,94,electronic/dance,0.16666666666666666
1988,94,disco,0.16666666666666666
1988,94,folk,0.16666666666666666
1988,94,pop,0.16666666666666666
1988,94,hip-hop/rnb,0.16666666666666666
1988,94,rock,0.16666666666666666
1988,95,pop,0.5
1988,95,rock,0.5
1988,96,pop,0.5
1988,96,rock,0.5
1988,98,rock,1.0
1988,100,electronic/dance,0.5
1988,100,pop,0.5
1989,1,jazz,0.3333333333333333
1989,1,pop,0.3333333333333333
1989,1,rock,0.3333333333333333
1989,2,pop,0.5
1989,2,hip-hop/rnb,0.5
1989,3,rock,1.0
1989,4,pop,1.0
1989,5,electronic/dance,0.5
1989,5,pop,0.5
1989,6,pop,1.0
1989,10,jazz,0.3333333333333333
1989,10,hip-hop/rnb,0.3333333333333333
1989,10,soul,0.3333333333333333
1989,11,pop,1.0
1989,14,electronic/dance,0.3333333333333333
1989,14,pop,0.3333333333333333
1989,14,rock,0.3333333333333333
1989,17,pop,0.5
1989,17,rock,0.5
1989,18,pop,1.0
1989,19,pop,0.5
1989,19,hip-hop/rnb,0.5
1989,20,jazz,0.3333333333333333
1989,20,pop,0.3333333333333333
1989,20,rock,0.3333333333333333
1989,22,pop,0.5
1989,22,rock,0.5
1989,23,rock,1.0
1989,25,electronic/dance,0.3333333333333333
1989,25,electronic/dance,0.3333333333333333
1989,25,pop,0.3333333333333333
1989,26,pop,1.0
1989,30,pop,1.0
1989,32,pop,0.5
1989,32,rock,0.5
1989,35,electronic/dance,0.16666666666666666
1989,35,disco,0.16666666666666666
1989,35,folk,0.16666666666666666
1989,35,pop,0.16666666666666666
1989,35,hip-hop/rnb,0.16666666666666666
1989,35,rock,0.16666666666666666
1989,36,electronic/dance,0.5
1989,36,electronic/dance,0.5
1989,38,electronic/dance,0.5
1989,38,pop,0.5
1989,39,rock,1.0
1989,40,pop,1.0
1989,41,country,0.3333333333333333
1989,41,electronic/dance,0.3333333333333333
1989,41,pop,0.3333333333333333
1989,46,electronic/dance,0.3333333333333333
1989,46,pop,0.3333333333333333
1989,46,soul,0.3333333333333333
1989,48,pop,0.5
1989,48,hip-hop/rnb,0.5
1989,49,pop,1.0
1989,50,pop,0.5
1989,50,rock,0.5
1989,52,pop,1.0
1989,53,rock,1.0
1989,54,pop,1.0
1989,55,electronic/dance,0.3333333333333333
1989,55,electronic/dance,0.3333333333333333
1989,55,pop,0.3333333333333333
1989,59,electronic/dance,0.3333333333333333
1989,59,electronic/dance,0.3333333333333333
1989,59,pop,0.3333333333333333
1989,66,pop,0.5
1989,66,rock,0.5
1989,71,rock,1.0
1989,72,rock,1.0
1989,73,pop,1.0
1989,74,rock,1.0
1989,77,rock,1.0
1989,79,electronic/dance,0.16666666666666666
1989,79,disco,0.16666666666666666
1989,79,folk,0.16666666666666666
1989,79,pop,0.16666666666666666
1989,79,hip-hop/rnb,0.16666666666666666
1989,79,rock,0.16666666666666666
1989,80,pop,0.5
1989,80,hip-hop/rnb,0.5
1989,81,rock,1.0
1989,82,rock,1.0
1989,86,rock,1.0
1989,88,pop,1.0
1989,91,rock,1.0
1989,93,disco,0.2
1989,93,pop,0.2
1989,93,hip-hop/rnb,0.2
1989,93,rock,0.2
1989,93,soul,0.2
1989,95,pop,0.5
1989,95,hip-hop/rnb,0.5
1989,99,folk,0.5
1989,99,rock,0.5
1990,1,pop,1.0
1990,2,pop,0.5
1990,2,rock,0.5
1990,3,alternative/indie,0.25
1990,3,folk,0.25
1990,3,pop,0.25
1990,3,rock,0.25
1990,5,electronic/dance,0.3333333333333333
1990,5,electronic/dance,0.3333333333333333
1990,5,pop,0.3333333333333333
1990,6,pop,0.5
1990,6,hip-hop/rnb,0.5
1990,7,jazz,0.3333333333333333
1990,7,pop,0.3333333333333333
1990,7,rock,0.3333333333333333
1990,9,electronic/dance,0.5
